Vann-nett_Rapport 7.4.2020;;;;;;;;;;;;;;;;;;
VannforekomstID;Vannforekomstnavn;Vanntype;Nasjonal vanntype;Interkalibreringstype;Økoregion kyst;Kysttype;Salinitet;Tidevann;Bølgeeksponering;Miksing i vannsøylen;Oppholdstid;Strømhastighet;Vannregionkoordinator;Vannregion;Vannområde;VassdragsområdeID;Vassdragsområde;Endret dato
0320030300-15-C;Åstfjorden, midtre del;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;12/05/2012 13:53
0320030300-16-C;Litlskjæret småbåthavn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;12/05/2012 13:54
0320030300-6-C;Mjønesneset småbåthavn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;12/05/2012 13:25
0320030300-9-C;Åstfjorden - Sagfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;12/05/2012 13:34
0320030400-C;Bustlisundet;CH6413231;;Not applicable;Norskehavet Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;01/01/2005 00:00
0320040100-1-C;Brekstad havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;02/04/2020 09:01
0320040100-4-C;Austrått;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;05/10/2012 12:31
0320040100-5-C;Synnavika småbåthavn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;6/29/2012 3:32:15 PM
0320040100-7-C;Trondheimsfjorden - Brekstad;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;6/29/2012 3:35:32 PM
0320040100-8-C;Røysa småbåthavn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;119;TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR;6/29/2012 3:36:11 PM
0320040200-1-C;Høybakken havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;1/27/2012 9:39:30 AM
0320040200-3-C;Fevågbukta;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;2/13/2009 12:00:00 AM
0320040200-4-C;Stjørnfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;1/27/2012 9:39:04 AM
0320040300-C;Sørfjorden- Sør for Nordfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;02/05/2020 13:59
0320040400-2-C;Råkvågen;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;3/20/2009 12:00:00 AM
0320040400-3-C;Nordfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;133;STJØRNFJORDEN;3/20/2009 12:00:00 AM
0320040500-10-C;Junkersbukta;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;05/10/2012 13:17
0320040500-12-C;Petterhavna - Reinsgrenda;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;5/14/2013 10:46:19 AM
0320040500-15-C;Sjursvika;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;05/10/2012 13:33
0320040500-16-C;Trondheimsfjorden - Agdenes;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;120;YTRE TRONDHEIMSFJORDEN: AGDENES FYR-GEITANESET;02/12/2019 11:50
0320040500-17-C;Røbergneset - Bekkjaneset;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;131;TRONDHEIMSFJORDEN VEST;05/10/2012 13:52
0320040500-3-C;Kvithyll havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;2/22/2012 1:01:49 PM
0320040500-5-C;Botn;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;03/11/2020 12:57
0320040500-6-C;Strømmen i Rissa;CH7413113;;Not applicable;Norskehavet Sør;Strømrikt sund;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Blandet;Kort (dager);Sterk (> 3 knop);Trøndelag FK;Trøndelag;Nordre Fosen;132;SKAUDALSVASSDRAGET/YTRE TRONDHEIMSFD: STADSBYGD-BRETTINGNES;8/27/2018 9:21:25 AM
0320040500-7-C;Selvabukta;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;120;YTRE TRONDHEIMSFJORDEN: AGDENES FYR-GEITANESET;05/04/2009 00:00
0320040500-9-C;Selbekk-bukta;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;120;YTRE TRONDHEIMSFJORDEN: AGDENES FYR-GEITANESET;5/27/2009 12:00:00 AM
0320040600-C;Korsfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Orklavassdraget;121;ORKLA/ORKDALSFJORDEN;02/11/2019 10:05
0320040700-2-C;Indre Orkdalsfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Orklavassdraget;121;ORKLA/ORKDALSFJORDEN;02/08/2019 15:55
0320040700-3-C;Orkdalsfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Orklavassdraget;121;ORKLA/ORKDALSFJORDEN;02/11/2019 10:06
0320040800-2-C;Børsa;CH5313322;H5;Not applicable;Norskehavet Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Middels (1-5 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Gaulavassdraget;122;GAULA/KYST VIGGJANESET-FLAKK;02/08/2020 09:31
0320040800-4-C;Gaulosen;CH5313322;H5;Not applicable;Norskehavet Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Middels (1-5 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Gaulavassdraget;122;GAULA/KYST VIGGJANESET-FLAKK;1/21/2020 12:06:43 PM
0320040800-5-C;Buvika;CH5313322;H5;Not applicable;Norskehavet Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Middels (1-5 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Gaulavassdraget;122;GAULA/KYST VIGGJANESET-FLAKK;1/21/2020 12:54:39 PM
0320040900-10-C;Trondheimsfjorden - Trondheim;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;09/03/2018 12:24
0320040900-2-C;Ilsvika;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;8/16/2018 1:19:21 PM
0320040900-3-C;Ladehammeren;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;8/16/2018 1:26:54 PM
0320040900-4-C;Munkholmen-sør;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;08/02/2019 10:24
0320040900-5-C;Lade - Midtsanden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;3/19/2020 6:56:53 PM
0320040900-6-C;Ilabassenget og Brattøra;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;8/16/2018 1:18:58 PM
0320040900-7-C;Vinge badeplass;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;02/06/2020 16:13
0320041000-10-C;Stjørdalsfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;8/30/2018 1:43:48 PM
0320041000-11-C;Storvika badeplass;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;02/06/2020 16:15
0320041000-2-C;Hommelvika;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Nea-Nidelva;123;NIDELVVASSDRAGET/STRINDFJORDEN;3/21/2020 9:48:07 AM
0320041000-3-C;Muruvika;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;3/21/2020 10:06:48 AM
0320041000-4-C;Stjørdalshalsen;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;08/02/2019 10:32
0320041000-8-C;Stjørdalselva nytt utløp;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;02/06/2020 16:18
0320041000-9-C;Hellstranda badeplass;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Stjørdalsvassdraget;124;STJØRDALSVASSDRAGET/STJØRDALSFJORDEN;02/06/2020 16:15
0320041100-1-C;Hoplafjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;125;ÅSENFJORDEN;03/02/2012 08:31
0320041100-2-C;Åsenfjorden;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;125;ÅSENFJORDEN;8/30/2018 1:43:39 PM
0320041200-10-C;Trondheimsfjorden - Levanger;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;131;TRONDHEIMSFJORDEN VEST;8/30/2018 10:01:08 AM
0320041200-11-C;Hyllbukta;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;127;VERDALSVASSDRAGET/BORGENFJORDEN;03/02/2012 09:07
0320041200-2-C;Eidsbotn;CH6313231;;Not applicable;Norskehavet Sør;Oksygenfattig fjord;Mesohalin (5 - 18);Middels (1-5 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;126;TRONDHEIMSFJORDEN ØST: FROSTA-VERDALSØRA;11/01/2004 00:00
0320041200-3-C;Haugsandgrunnen - Hestøygrunnen;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;126;TRONDHEIMSFJORDEN ØST: FROSTA-VERDALSØRA;09/03/2018 16:52
0320041200-4-C;Verdal havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;126;TRONDHEIMSFJORDEN ØST: FROSTA-VERDALSØRA;03/02/2012 08:55
0320041200-9-C;Levanger havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;126;TRONDHEIMSFJORDEN ØST: FROSTA-VERDALSØRA;8/30/2018 1:43:39 PM
0320041300-1-C;Børgin-ytre;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;127;VERDALSVASSDRAGET/BORGENFJORDEN;8/30/2018 10:20:45 AM
0320041300-2-C;Børgin-indre;CH6413221;;Not applicable;Norskehavet Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;127;VERDALSVASSDRAGET/BORGENFJORDEN;10/31/2005 12:00:00 AM
0320041400-C;Skarnsundet;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;128;SNÅSAVASSDRAGET/BEITSTADFJORDEN ØST;8/30/2018 10:22:24 AM
0320041500-1-C;Follafoss havneområde;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;129;FOLLAVASSDRAGET/BEITSTADFJORDEN VEST;8/30/2018 1:43:39 PM
0320041500-3-C;Steinkjer havneområde;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;128;SNÅSAVASSDRAGET/BEITSTADFJORDEN ØST;8/30/2018 10:28:13 AM
0320041500-4-C;Beitstadfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;128;SNÅSAVASSDRAGET/BEITSTADFJORDEN ØST;5/27/2019 1:21:06 PM
0320041600-1-C;Beitstadsundet;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;129;FOLLAVASSDRAGET/BEITSTADFJORDEN VEST;5/27/2019 1:05:15 PM
0320041600-2-C;Malm havneområde;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;129;FOLLAVASSDRAGET/BEITSTADFJORDEN VEST;03/02/2012 09:18
0320041700-C;Hjellbotn;CH4413222;H4;Not applicable;Norskehavet Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;129;FOLLAVASSDRAGET/BEITSTADFJORDEN VEST;1/31/2020 12:39:06 PM
0320041800-C;Verrasundet;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;130;VERRANSUNDET;01/01/2005 00:00
0320041900-C;Verrabotnen;CH6413231;;Not applicable;Norskehavet Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Middels (1-5 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Trøndelag FK;Trøndelag;Inn-Trøndelag;130;VERRANSUNDET;09/03/2018 16:54
0320050100-2-C;Vågan;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;05/08/2012 10:33
0320050100-4-C;Eidsvågen;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;05/08/2012 10:35
0320050100-7-C;Ansnes havn;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;1/30/2012 2:00:58 PM
0320050100-8-C;Fillfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;5/24/2018 2:03:34 PM
0320050100-9-C;Leirvågen;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;5/24/2018 2:09:10 PM
0320050200-C;Barmfjorden;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;11/21/2005 12:00:00 AM
0320050300-1-C;Kvernhusvika;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;05/09/2019 13:21
0320050300-3-C;Dolmsundet, øst for brua;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;05/09/2019 13:07
0320050300-4-C;Dolmsundet;CH3513222;H3;CW-NEA7;Norskehavet Sør;Beskyttet kyst/fjord;Euhalin (> 30);Middels (1-5 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Trøndelag FK;Trøndelag;Søndre Fosen;117;HITRA KOMMUNE;5/24/2018 2:14:12 PM
